日期,代码,名称,类型,conf,5根,10根,20根,40根,净收益(扣成本),止损后净收益
2026-06-29,605599,菜百股份,Spring,94,4.81%,1.00%,8.76%,22.76%,7.96%,7.96%
2026-06-29,605599,菜百股份,ST,94,4.81%,1.00%,8.76%,22.76%,7.96%,7.96%
2026-06-29,600104,上汽集团,SC,44,3.25%,1.05%,3.14%,6.50%,2.34%,2.34%
2026-06-29,601816,京沪高铁,Spring,82,0.87%,1.52%,8.24%,8.54%,7.44%,7.44%
2026-06-29,002594,比亚迪,Spring,94,9.92%,9.22%,16.02%,14.26%,15.22%,15.22%
2026-06-29,603501,豪威集团,Spring,71,9.85%,16.07%,7.94%,-6.57%,7.14%,7.14%
2026-06-29,300864,南大环境,Spring,41,2.38%,-0.21%,-7.70%,32.83%,-8.50%,-8.50%
2026-06-29,601166,兴业银行,Spring,94,1.36%,3.50%,8.41%,8.29%,7.61%,7.61%
2026-06-29,601166,兴业银行,ST,94,1.36%,3.50%,8.41%,8.29%,7.61%,7.61%
2026-06-29,600436,片仔癀,Spring,97,1.39%,10.77%,18.44%,10.42%,17.64%,17.64%
2026-06-29,300124,汇川技术,ST,89,4.75%,-6.56%,-8.82%,-10.62%,-9.62%,-9.62%
2026-06-29,000538,云南白药,Spring,85,1.55%,2.51%,5.34%,2.00%,4.54%,4.54%
2026-06-29,300760,迈瑞医疗,Spring,97,2.26%,1.59%,8.05%,15.41%,7.25%,7.25%
2026-06-29,002230,科大讯飞,Spring,73,3.02%,6.43%,0.92%,-1.11%,0.12%,0.12%
2026-06-29,600519,贵州茅台,Spring,93,1.00%,1.34%,7.91%,9.18%,7.11%,7.11%
2026-06-29,600028,中国石化,Spring,91,4.56%,5.86%,11.71%,15.62%,10.91%,10.91%
2026-06-29,600028,中国石化,ST,91,4.56%,5.86%,11.71%,15.62%,10.91%,10.91%
2026-06-29,601318,中国平安,Spring,94,3.09%,1.91%,9.90%,13.00%,9.10%,9.10%
2026-06-29,600893,航发动力,Spring,95,3.81%,-11.13%,-5.71%,-1.82%,-6.51%,-6.51%
2026-06-29,000858,五 粮 液,SC,55,-0.32%,-1.59%,3.35%,-0.03%,2.55%,2.55%
2026-06-30,600104,上汽集团,ST,88,1.24%,2.07%,2.90%,4.36%,2.10%,2.10%
2026-07-01,000001,平安银行,Spring,77,4.33%,6.69%,11.02%,15.45%,10.22%,10.22%
2026-07-01,000001,平安银行,ST,78,4.33%,6.69%,11.02%,15.45%,10.22%,10.22%
2026-07-01,600036,招商银行,Spring,94,5.65%,8.04%,13.47%,13.87%,12.67%,12.67%
2026-07-01,600036,招商银行,ST,94,5.65%,8.04%,13.47%,13.87%,12.67%,12.67%
2026-07-01,600741,华域汽车,Spring,93,3.22%,7.29%,13.47%,5.59%,12.67%,12.67%
2026-07-01,600741,华域汽车,ST,93,3.22%,7.29%,13.47%,5.59%,12.67%,12.67%
2026-07-01,600887,伊利股份,Spring,71,3.74%,6.66%,12.34%,7.36%,11.54%,11.54%
2026-07-01,601899,紫金矿业,Spring,93,8.96%,14.81%,28.04%,38.98%,27.24%,27.24%
2026-07-02,002956,西麦食品,SC,56,1.03%,-13.14%,-13.83%,-16.72%,-14.63%,-14.63%
2026-07-02,002956,西麦食品,Spring,91,1.03%,-13.14%,-13.83%,-16.72%,-14.63%,-14.63%
2026-07-13,510300,沪深300ETF华泰柏瑞,SC,64,1.10%,-1.98%,0.19%,0.32%,-0.61%,-0.61%
2026-07-17,510300,沪深300ETF华泰柏瑞,Spring,65,5.08%,2.44%,1.39%,2.99%,0.59%,0.59%
2026-07-30,510300,沪深300ETF华泰柏瑞,ST,92,0.83%,2.26%,2.69%,1.87%,1.89%,1.89%
2026-08-14,600104,上汽集团,SC,80,-0.59%,-1.47%,-1.38%,-0.98%,-2.18%,-2.18%
